x_values,pred_y,real_y
10,3,0.0
11,0,0.0
12,0,0.0
13,0,0.0
14,0,0.0
15,0,0.0
16,0,0.0
17,0,0.0
18,0,0.0
19,0,0.0
20,0,0.0
21,0,0.0
22,0,0.0
23,0,0.0
24,0,0.0
25,0,0.0
26,0,0.0
27,0,0.0
28,0,0.0
29,0,0.0
30,0,0.0
31,0,0.0
32,0,0.0
33,0,0.0
34,0,0.0
35,0,0.0
36,0,0.0
37,0,0.0
38,0,0.0
39,0,0.0
40,0,0.0
41,0,0.0
42,0,0.0
43,0,0.0
44,0,0.0
45,0,0.0
46,0,0.0
47,0,0.0
48,0,0.0
49,0,0.0
50,0,0.0
51,0,0.0
52,0,0.0
53,0,0.0
54,0,0.0
55,0,0.0
56,0,0.0
57,0,0.0
58,0,0.0
59,0,0.0
60,0,0.0
61,0,0.0
62,0,0.0
63,0,0.0
64,0,0.0
65,0,0.0
66,0,0.0
67,0,0.0
68,0,0.0
69,0,0.0
70,0,0.0
71,0,0.0
72,0,0.0
73,0,0.0
74,0,0.0
75,0,0.0
76,0,0.0
77,0,0.0
78,0,0.0
79,0,0.0
80,0,0.0
81,0,0.0
82,0,0.0
83,0,0.0
84,0,0.0
85,0,0.0
86,0,0.0
87,0,0.0
88,0,0.0
89,0,0.0
90,0,0.0
91,0,0.0
92,0,0.0
93,0,0.0
94,0,0.0
95,0,0.0
96,0,0.0
97,0,0.0
98,0,0.0
99,0,0.0
100,0,0.0
101,0,0.0
102,0,0.0
103,0,0.0
104,0,0.0
105,0,0.0
106,0,0.0
107,0,0.0
108,0,0.0
109,0,0.0
110,0,0.0
111,0,0.0
112,0,0.0
113,0,0.0
114,0,0.0
115,0,0.0
116,0,0.0
117,0,0.0
118,0,0.0
119,0,0.0
120,0,0.0
121,0,0.0
122,0,0.0
123,0,0.0
124,0,0.0
125,0,0.0
126,0,0.0
127,0,0.0
128,0,0.0
129,0,0.0
130,0,0.0
131,0,0.0
132,0,0.0
133,0,0.0
134,0,0.0
135,0,0.0
136,0,0.0
137,0,0.0
138,0,0.0
139,0,0.0
140,0,0.0
141,0,0.0
142,0,0.0
143,0,0.0
144,0,0.0
145,0,0.0
146,0,0.0
147,0,0.0
148,0,0.0
149,0,0.0
150,0,0.0
151,0,0.0
152,0,0.0
153,0,0.0
154,0,0.0
155,0,0.0
156,0,0.0
157,0,0.0
158,0,0.0
159,0,0.0
160,0,0.0
161,0,0.0
162,0,0.0
163,0,0.0
164,0,0.0
165,0,0.0
166,0,0.0
167,0,0.0
168,0,0.0
169,0,0.0
170,0,0.0
171,0,0.0
172,0,0.0
173,0,0.0
174,0,0.0
175,0,0.0
176,0,0.0
177,0,0.0
178,0,0.0
179,0,0.0
180,0,0.0
181,0,0.0
182,0,0.0
183,0,0.0
184,0,0.0
185,0,0.0
186,0,0.0
187,0,0.0
188,0,0.0
189,0,0.0
190,0,0.0
191,0,0.0
192,0,0.0
193,0,0.0
194,0,0.0
195,0,0.0
196,0,0.0
197,0,0.0
198,0,0.0
199,0,0.0
200,0,0.0
201,0,0.0
202,0,0.0
203,0,0.0
204,0,0.0
205,0,0.0
206,0,0.0
207,0,0.0
208,0,0.0
209,0,0.0
210,0,0.0
211,0,0.0
212,0,0.0
213,0,0.0
214,0,0.0
215,0,0.0
216,0,0.0
217,0,0.0
218,0,0.0
219,0,0.0
220,0,0.0
221,0,0.0
222,0,0.0
223,0,0.0
224,0,0.0
225,0,0.0
226,0,0.0
227,0,0.0
228,0,0.0
229,0,0.0
230,0,0.0
231,0,0.0
232,0,0.0
233,0,0.0
234,0,0.0
235,0,0.0
236,0,0.0
237,0,0.0
238,0,0.0
239,0,0.0
240,0,0.0
241,0,0.0
242,0,0.0
243,0,0.0
244,0,0.0
245,0,0.0
246,0,0.0
247,0,0.0
248,0,0.0
249,0,0.0
250,0,0.0
251,0,0.0
252,0,0.0
253,0,0.0
254,0,0.0
255,0,0.0
256,0,0.0
257,0,0.0
258,0,0.0
259,0,0.0
260,0,0.0
261,0,0.0
262,0,0.0
263,0,0.0
264,0,0.0
265,0,0.0
266,0,0.0
267,0,0.0
268,0,0.0
269,0,0.0
270,0,0.0
271,0,0.0
272,0,0.0
273,0,0.0
274,0,0.0
275,0,0.0
276,0,0.0
277,0,0.0
278,0,0.0
279,0,0.0
280,0,0.0
281,0,0.0
282,0,0.0
283,0,0.0
284,0,0.0
285,0,0.0
286,0,0.0
287,0,0.0
288,0,0.0
289,0,0.0
290,0,0.0
291,0,0.0
292,0,0.0
293,0,0.0
294,0,0.0
295,0,0.0
296,0,0.0
297,0,0.0
298,0,0.0
299,0,0.0
300,0,0.0
301,0,0.0
302,0,0.0
303,0,0.0
304,0,0.0
305,0,0.0
306,0,0.0
307,0,0.0
308,0,0.0
309,0,0.0
310,0,0.0
311,0,0.0
312,0,0.0
313,0,0.0
314,0,0.0
315,0,0.0
316,0,0.0
317,0,0.0
318,0,0.0
319,0,0.0
320,0,0.0
321,0,0.0
322,0,0.0
323,0,0.0
324,0,0.0
325,0,0.0
326,0,0.0
327,0,0.0
328,0,0.0
329,0,0.0
330,0,0.0
331,0,0.0
332,0,0.0
333,0,0.0
334,0,0.0
335,0,0.0
336,0,0.0
337,0,0.0
338,0,0.0
339,0,0.0
340,0,0.0
341,0,0.0
342,0,0.0
343,0,0.0
344,0,0.0
345,0,0.0
346,0,0.0
347,0,0.0
348,0,0.0
349,0,0.0
350,0,0.0
351,0,0.0
352,0,0.0
353,0,0.0
354,0,0.0
355,0,2.0
356,1,2.0
357,2,3.0
358,3,0.0
359,2,2.0
360,3,4.0
361,4,9.000001
362,6,8.0
363,8,6.0
364,7,2.0
365,6,5.0
366,6,8.0
367,8,9.000001
368,8,14.0
369,9,4.0
370,7,7.0
371,6,6.0
372,7,13.0
373,7,1.0
374,5,8.0
375,5,3.0
376,5,7.0
377,4,6.0
378,7,7.0
379,5,8.0
380,6,6.0
381,5,5.0
382,5,4.0
383,4,1.0
384,2,4.0
385,2,2.0
386,3,6.0
387,3,6.0
388,5,6.0
389,5,4.0
390,5,7.0
391,5,4.0
392,4,2.0
393,2,4.0
394,3,6.0
395,4,4.0
396,4,2.0
397,4,3.0
398,4,6.0
399,4,4.0
400,5,3.0
401,4,3.0
402,4,3.0
403,3,4.0
404,4,2.0
405,4,1.0
406,2,6.0
407,4,7.0
408,6,8.0
409,6,11.0
410,8,12.0
411,8,9.000001
412,7,3.0
413,5,5.0
414,4,4.0
415,4,6.0
416,4,3.0
417,4,1.0
418,3,4.0
419,4,4.0
420,5,2.0
421,4,6.0
422,5,6.0
423,5,8.0
424,5,4.0
425,5,3.0
426,3,1.0
427,2,2.0
428,2,0.0
429,2,0.0
430,1,2.0
431,2,0.0
432,2,0.0
433,1,3.0
434,3,2.0
435,2,3.0
436,3,2.0
437,3,0.0
438,2,0.0
439,1,0.0
440,1,0.0
441,1,0.0
442,1,0.0
443,1,0.0
444,1,0.0
445,1,0.0
446,0,0.0
447,0,0.0
448,0,0.0
449,0,0.0
450,0,0.0
451,0,0.0
452,0,0.0
453,0,0.0
454,0,0.0
455,0,0.0
456,0,0.0
457,0,0.0
458,0,0.0
459,0,0.0
460,0,0.0
461,0,0.0
462,0,0.0
463,0,0.0
464,0,0.0
465,0,0.0
466,0,0.0
467,0,0.0
468,0,0.0
469,0,0.0
470,0,0.0
471,0,0.0
472,0,0.0
473,0,0.0
474,0,0.0
475,0,0.0
476,0,0.0
477,0,0.0
478,0,0.0
479,0,0.0
480,0,0.0
481,0,0.0
482,0,0.0
483,0,0.0
484,0,0.0
485,0,0.0
486,0,0.0
487,0,0.0
488,0,0.0
489,0,0.0
490,0,0.0
491,0,0.0
492,0,0.0
493,0,0.0
494,0,0.0
495,0,0.0
496,0,0.0
497,0,0.0
498,0,0.0
499,0,0.0
500,0,0.0
501,0,0.0
502,0,0.0
503,0,0.0
504,0,0.0
505,0,0.0
506,0,0.0
507,0,0.0
508,0,0.0
509,0,0.0
510,0,0.0
511,0,0.0
512,0,0.0
513,0,0.0
514,0,0.0
515,0,0.0
516,0,0.0
517,0,0.0
518,0,0.0
519,0,0.0
520,0,0.0
521,0,0.0
522,0,0.0
523,0,0.0
524,0,0.0
525,0,0.0
526,0,0.0
527,0,0.0
528,0,0.0
529,0,0.0
530,0,0.0
531,0,0.0
532,0,0.0
533,0,0.0
534,0,0.0
535,0,0.0
536,0,0.0
537,0,0.0
538,0,0.0
539,0,0.0
540,0,0.0
541,0,0.0
542,0,0.0
543,0,0.0
544,0,0.0
545,0,0.0
546,0,0.0
547,0,0.0
548,0,0.0
549,0,0.0
550,0,0.0
551,0,0.0
552,0,0.0
553,0,0.0
554,0,0.0
555,0,0.0
556,0,0.0
557,0,0.0
558,0,0.0
559,0,0.0
560,0,0.0
561,0,0.0
562,0,0.0
563,0,0.0
564,0,0.0
565,0,0.0
566,0,0.0
567,0,0.0
568,0,0.0
569,0,0.0
570,0,0.0
571,0,0.0
572,0,0.0
573,0,0.0
574,0,0.0
575,0,0.0
576,0,0.0
577,0,0.0
578,0,0.0
579,0,0.0
580,0,0.0
581,0,0.0
582,0,0.0
583,0,0.0
584,0,0.0
585,0,0.0
586,0,0.0
587,0,0.0
588,0,0.0
589,0,0.0
590,0,0.0
591,0,0.0
592,0,0.0
593,0,0.0
594,0,0.0
595,0,0.0
596,0,0.0
597,0,0.0
598,0,0.0
599,0,0.0
600,0,0.0
601,0,0.0
602,0,0.0
603,0,0.0
604,0,0.0
605,0,0.0
606,0,0.0
607,0,0.0
608,0,0.0
609,0,0.0
610,0,0.0
611,0,0.0
612,0,0.0
613,0,0.0
614,0,0.0
615,0,0.0
616,0,8.0
617,3,11.0
618,7,6.0
619,7,5.0
620,7,6.0
621,8,9.000001
622,8,6.0
623,8,9.000001
624,8,10.0
625,8,4.0
626,6,4.0
627,6,10.0
628,8,13.0
629,8,4.0
630,6,11.0
631,7,7.0
632,6,6.0
633,4,0.0
634,4,0.0
635,1,0.0
636,1,0.0
637,1,0.0
638,2,0.0
639,1,0.0
640,1,0.0
641,0,0.0
642,0,0.0
643,0,0.0
644,0,0.0
645,0,0.0
646,0,0.0
647,0,0.0
648,0,0.0
649,0,0.0
650,0,0.0
651,0,0.0
652,0,0.0
653,0,0.0
654,0,0.0
655,0,0.0
656,0,0.0
657,0,0.0
658,0,0.0
659,0,0.0
660,0,0.0
661,0,0.0
662,0,0.0
663,0,0.0
664,0,0.0
665,0,0.0
666,0,0.0
667,0,0.0
668,0,0.0
669,0,0.0
670,0,0.0
671,0,0.0
672,0,0.0
673,0,0.0
674,0,0.0
675,0,0.0
676,0,0.0
677,0,0.0
678,0,0.0
679,0,0.0
680,0,0.0
681,0,0.0
682,0,0.0
683,0,0.0
684,0,0.0
685,0,0.0
686,0,0.0
687,0,0.0
688,0,0.0
689,0,0.0
690,0,0.0
691,0,0.0
692,0,0.0
693,0,0.0
694,0,0.0
695,0,0.0
696,0,0.0
697,0,0.0
698,0,0.0
699,0,0.0
700,0,0.0
701,0,0.0
702,0,0.0
703,0,0.0
704,0,0.0
705,0,0.0
706,0,0.0
707,0,0.0
708,0,0.0
709,0,0.0
710,0,0.0
711,0,0.0
712,0,0.0
713,0,0.0
714,0,0.0
715,0,0.0
716,0,0.0
717,0,0.0
718,0,0.0
719,0,0.0
720,0,0.0
721,0,0.0
722,0,0.0
723,0,0.0
724,0,0.0
725,0,0.0
726,0,0.0
727,0,0.0
728,0,0.0
729,0,0.0
730,0,0.0
731,0,0.0
732,0,0.0
733,0,0.0
734,0,0.0
735,0,0.0
736,0,0.0
737,0,0.0
738,0,0.0
739,0,0.0
740,0,0.0
741,0,0.0
742,0,0.0
743,0,0.0
744,0,0.0
745,3,0.0
746,1,0.0
747,1,0.0
748,1,0.0
749,1,0.0
750,1,0.0
751,0,0.0
752,0,0.0
753,0,0.0
754,0,0.0
755,0,2.0
756,1,3.0
757,2,6.0
758,3,16.0
759,7,10.0
760,5,18.000002
761,13,3.0
762,13,11.0
763,12,9.000001
764,13,12.0
765,12,5.0
766,10,17.0
767,11,11.0
768,11,8.0
769,10,11.0
770,11,19.0
771,10,26.0
772,9,36.000004
773,8,19.0
774,9,30.0
775,9,12.0
776,18,15.0
777,15,25.0
778,19,32.0
779,19,30.0
780,19,24.0
781,29,19.0
782,29,28.0
783,29,34.0
784,30,18.000002
785,28,31.0
786,29,36.000004
787,32,29.0
788,30,28.0
789,30,37.0
790,30,21.0
791,23,35.0
792,31,24.0
793,33,26.0
794,25,31.0
795,35,39.0
796,34,21.0
797,19,13.0
798,16,28.0
799,32,40.0
800,33,24.0
801,15,43.0
802,21,35.0
803,17,40.0
804,12,31.0
805,16,24.0
806,13,17.0
807,12,18.000002
808,14,23.0
809,22,23.0
810,19,52.0
811,50,70.0
812,13,46.0
813,2,42.0
814,0,58.0
815,0,32.0
816,4,20.0
817,3,16.0
818,4,22.0
819,4,10.0
820,4,10.0
821,15,11.0
822,10,4.0
823,9,9.000001
824,16,11.0
825,18,19.0
826,14,12.0
827,11,18.000002
828,15,13.0
829,11,9.000001
830,7,13.0
831,10,4.0
832,8,0.0
833,7,0.0
834,5,0.0
835,5,0.0
836,16,0.0
837,17,0.0
838,15,0.0
839,14,0.0
840,15,0.0
841,4,0.0
842,2,0.0
843,2,0.0
844,2,0.0
845,2,0.0
846,13,0.0
847,13,0.0
848,13,0.0
849,13,0.0
850,13,0.0
851,6,0.0
852,6,0.0
853,6,0.0
854,6,0.0
855,6,0.0
856,2,0.0
857,2,0.0
858,2,0.0
859,2,0.0
860,2,0.0
861,20,0.0
862,20,0.0
863,20,0.0
864,20,0.0
865,20,0.0
866,15,0.0
867,15,0.0
868,15,0.0
869,15,0.0
870,15,0.0
871,6,0.0
872,6,0.0
873,6,0.0
874,6,0.0
875,6,0.0
876,7,0.0
877,7,0.0
878,7,0.0
879,7,0.0
880,7,0.0
881,8,0.0
882,8,0.0
883,8,0.0
884,8,0.0
885,8,0.0
886,0,0.0
887,0,0.0
888,0,0.0
889,0,0.0
890,0,0.0
891,1,0.0
892,1,0.0
893,1,0.0
894,1,0.0
895,1,0.0
896,0,0.0
897,0,0.0
898,0,0.0
899,0,0.0
900,0,0.0
901,0,0.0
902,0,0.0
903,0,0.0
904,0,0.0
905,0,0.0
906,0,0.0
907,0,0.0
908,0,0.0
909,0,0.0
910,0,0.0
911,0,0.0
912,0,0.0
913,0,0.0
914,0,0.0
915,0,0.0
916,0,0.0
917,0,2.0
918,0,2.0
919,0,4.0
920,0,1.0
921,0,2.0
922,1,4.0
923,2,4.0
924,1,4.0
925,3,4.0
926,3,7.0
927,6,1.0
928,3,5.0
929,6,3.0
930,4,5.0
931,4,1.0
932,3,3.0
933,3,5.0
934,4,1.0
935,2,5.0
936,5,2.0
937,3,4.0
938,3,3.0
939,3,0.0
940,2,0.0
941,2,0.0
942,2,0.0
943,1,0.0
944,1,0.0
945,1,0.0
946,0,0.0
947,1,0.0
948,1,0.0
949,0,0.0
950,0,0.0
951,0,0.0
952,0,0.0
953,0,0.0
954,0,0.0
955,0,0.0
956,0,0.0
957,0,0.0
958,0,0.0
959,0,0.0
960,0,0.0
961,0,0.0
962,0,0.0
963,0,0.0
964,0,0.0
965,0,0.0
966,0,0.0
967,0,0.0
968,0,0.0
969,0,0.0
970,0,0.0
971,1,0.0
972,1,0.0
973,1,0.0
974,1,0.0
975,1,0.0
976,3,0.0
977,3,0.0
978,3,0.0
979,3,0.0
980,3,0.0
981,2,0.0
982,2,0.0
983,2,0.0
984,2,0.0
985,2,0.0
986,3,0.0
987,3,0.0
988,3,0.0
989,3,0.0
990,3,0.0
991,0,0.0
992,0,0.0
993,0,0.0
994,0,0.0
995,0,0.0
996,0,0.0
997,0,0.0
998,0,0.0
999,0,0.0
1000,0,0.0
1001,0,0.0
1002,0,0.0
1003,0,0.0
1004,0,0.0
1005,0,0.0
1006,0,0.0
1007,0,0.0
1008,0,0.0
1009,0,0.0
1010,0,0.0
1011,0,0.0
1012,0,0.0
1013,0,0.0
1014,0,0.0
1015,0,0.0
1016,0,0.0
1017,0,0.0
1018,0,0.0
1019,0,0.0
1020,0,0.0
1021,0,0.0
1022,0,0.0
1023,0,0.0
1024,0,0.0
1025,0,0.0
1026,0,0.0
1027,0,0.0
1028,0,0.0
1029,0,0.0
1030,0,0.0
1031,0,0.0
1032,0,0.0
1033,0,0.0
1034,0,0.0
1035,0,0.0
1036,0,0.0
1037,0,0.0
1038,0,0.0
1039,0,0.0
1040,0,0.0
1041,0,0.0
1042,0,0.0
1043,0,0.0
1044,0,0.0
1045,0,0.0
1046,0,0.0
1047,0,0.0
1048,0,0.0
1049,0,0.0
1050,0,0.0
